,name,id,latitude,longitude,altitude,velocity,visibility,footprint,timestamp,daynum,solar_lat,solar_lon,units
158,iss,25544,10.401622294906,109.94661851099,414.51085005022,27592.24946931,daylight,4479.4310300743,1686649810,2460108.909838,23.206340661764,32.465606185431,kilometers
159,iss,25544,9.6438434052551,110.50411777573,414.58745870068,27591.724226309,daylight,4479.823730556,1686649825,2460108.9100116,23.206350457683,32.403115260536,kilometers
160,iss,25544,8.8343202348548,111.09572381224,414.67602301554,27591.153035268,daylight,4480.2776643251,1686649841,2460108.9101968,23.206360906434,32.336458296361,kilometers
161,iss,25544,8.0743442880803,111.64772675153,414.76551616111,27590.607359735,daylight,4480.7363019903,1686649856,2460108.9103704,23.206370701928,32.273967371507,kilometers
162,iss,25544,7.2626951942363,112.23398580381,414.86790976654,27590.014526369,daylight,4481.2609823825,1686649872,2460108.9105556,23.206381150225,32.207310407368,kilometers
163,iss,25544,6.4501164932778,112.81788370199,414.97749307293,27589.410664125,daylight,4481.8224211536,1686649888,2460108.9107407,23.206391598289,32.140653443259,kilometers
164,iss,25544,5.6875793236458,113.36338199601,415.08677803583,27588.834627613,daylight,4482.3822462258,1686649903,2460108.9109144,23.206401393139,32.078162518468,kilometers
165,iss,25544,4.8735180301983,113.9434653516,415.21034946447,27588.209732668,daylight,4483.0151529845,1686649919,2460108.9110995,23.206411840749,32.011505554404,kilometers
166,iss,25544,4.1097835512308,114.48585461925,415.33276587093,27587.614210905,daylight,4483.6420368295,1686649934,2460108.9112731,23.206421635201,31.949014462048,kilometers
167,iss,25544,3.2946531497691,115.06311332215,415.47034490687,27586.968808375,daylight,4484.3464399876,1686649950,2460108.9114583,23.206432082357,31.882357498019,kilometers
168,iss,25544,2.4791306399539,115.6392973959,415.61513871158,27586.313059052,daylight,4485.0876373553,1686649966,2460108.9116435,23.20644252928,31.815700534006,kilometers
